,fname,Class,duration
21082,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\877.wav,Electro_Guitar,3.0
21083,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\891.wav,Electro_Guitar,3.0
21084,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1060.wav,Electro_Guitar,3.0
21085,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1059.wav,Electro_Guitar,3.0
21086,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1126.wav,Electro_Guitar,3.0
21087,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1127.wav,Electro_Guitar,3.0
21088,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1128.wav,Electro_Guitar,3.0
21089,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1129.wav,Electro_Guitar,3.0
21090,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\113.wav,Electro_Guitar,3.0
21091,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1130.wav,Electro_Guitar,3.0
21092,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1131.wav,Electro_Guitar,3.0
21093,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1132.wav,Electro_Guitar,3.0
21094,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1133.wav,Electro_Guitar,3.0
21095,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1134.wav,Electro_Guitar,3.0
21096,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1135.wav,Electro_Guitar,3.0
21097,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1136.wav,Electro_Guitar,3.0
21098,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1137.wav,Electro_Guitar,3.0
21099,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1138.wav,Electro_Guitar,3.0
21100,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1125.wav,Electro_Guitar,3.0
21101,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1139.wav,Electro_Guitar,3.0
21102,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1140.wav,Electro_Guitar,3.0
21103,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1141.wav,Electro_Guitar,3.0
21104,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1168.wav,Electro_Guitar,3.0
21105,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1210.wav,Electro_Guitar,3.0
21106,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\117.wav,Electro_Guitar,3.0
21107,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1196.wav,Electro_Guitar,3.0
21108,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1198.wav,Electro_Guitar,3.0
21109,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1199.wav,Electro_Guitar,3.0
21110,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\12.wav,Electro_Guitar,3.0
21111,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\120.wav,Electro_Guitar,3.0
21112,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1200.wav,Electro_Guitar,3.0
21113,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1201.wav,Electro_Guitar,3.0
21114,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1202.wav,Electro_Guitar,3.0
21115,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1203.wav,Electro_Guitar,3.0
21116,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\114.wav,Electro_Guitar,3.0
21117,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1123.wav,Electro_Guitar,3.0
21118,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1122.wav,Electro_Guitar,3.0
21119,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1121.wav,Electro_Guitar,3.0
21120,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1154.wav,Electro_Guitar,3.0
21121,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1153.wav,Electro_Guitar,3.0
21122,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1152.wav,Electro_Guitar,3.0
21123,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1151.wav,Electro_Guitar,3.0
21124,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1148.wav,Electro_Guitar,3.0
21125,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1150.wav,Electro_Guitar,3.0
21126,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\115.wav,Electro_Guitar,3.0
21127,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1149.wav,Electro_Guitar,3.0
21128,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1147.wav,Electro_Guitar,3.0
21129,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1156.wav,Electro_Guitar,3.0
21130,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1155.wav,Electro_Guitar,3.0
21131,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1164.wav,Electro_Guitar,3.0
21132,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1157.wav,Electro_Guitar,3.0
21133,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1158.wav,Electro_Guitar,3.0
21134,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1159.wav,Electro_Guitar,3.0
21135,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\116.wav,Electro_Guitar,3.0
21136,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1160.wav,Electro_Guitar,3.0
21137,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1120.wav,Electro_Guitar,3.0
21138,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\112.wav,Electro_Guitar,3.0
21139,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1169.wav,Electro_Guitar,3.0
21140,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1142.wav,Electro_Guitar,3.0
21141,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1143.wav,Electro_Guitar,3.0
21142,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1124.wav,Electro_Guitar,3.0
21143,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1204.wav,Electro_Guitar,3.0
21144,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1145.wav,Electro_Guitar,3.0
21145,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1166.wav,Electro_Guitar,3.0
21146,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1165.wav,Electro_Guitar,3.0
21147,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1167.wav,Electro_Guitar,3.0
21148,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1163.wav,Electro_Guitar,3.0
21149,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1162.wav,Electro_Guitar,3.0
21150,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1161.wav,Electro_Guitar,3.0
21151,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1144.wav,Electro_Guitar,3.0
21152,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\106.wav,Electro_Guitar,3.0
21153,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1205.wav,Electro_Guitar,3.0
21154,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1207.wav,Electro_Guitar,3.0
21155,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1188.wav,Electro_Guitar,3.0
21156,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1189.wav,Electro_Guitar,3.0
21157,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\119.wav,Electro_Guitar,3.0
21158,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1190.wav,Electro_Guitar,3.0
21159,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1191.wav,Electro_Guitar,3.0
21160,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1192.wav,Electro_Guitar,3.0
21161,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1193.wav,Electro_Guitar,3.0
21162,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1119.wav,Electro_Guitar,3.0
21163,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1076.wav,Electro_Guitar,3.0
21164,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1117.wav,Electro_Guitar,3.0
21165,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1065.wav,Electro_Guitar,3.0
21166,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1041.wav,Electro_Guitar,3.0
21167,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1042.wav,Electro_Guitar,3.0
21168,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1043.wav,Electro_Guitar,3.0
21169,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1187.wav,Electro_Guitar,3.0
21170,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1044.wav,Electro_Guitar,3.0
21171,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1046.wav,Electro_Guitar,3.0
21172,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1047.wav,Electro_Guitar,3.0
21173,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1048.wav,Electro_Guitar,3.0
21174,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1049.wav,Electro_Guitar,3.0
21175,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\105.wav,Electro_Guitar,3.0
21176,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1050.wav,Electro_Guitar,3.0
21177,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1051.wav,Electro_Guitar,3.0
21178,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1052.wav,Electro_Guitar,3.0
21179,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1053.wav,Electro_Guitar,3.0
21180,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1054.wav,Electro_Guitar,3.0
21181,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1055.wav,Electro_Guitar,3.0
21182,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1056.wav,Electro_Guitar,3.0
21183,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1057.wav,Electro_Guitar,3.0
21184,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1058.wav,Electro_Guitar,3.0
21185,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1045.wav,Electro_Guitar,3.0
21186,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1186.wav,Electro_Guitar,3.0
21187,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1185.wav,Electro_Guitar,3.0
21188,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1184.wav,Electro_Guitar,3.0
21189,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1208.wav,Electro_Guitar,3.0
21190,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1209.wav,Electro_Guitar,3.0
21191,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\121.wav,Electro_Guitar,3.0
21192,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1118.wav,Electro_Guitar,3.0
21193,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1016.wav,Electro_Guitar,3.0
21194,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1015.wav,Electro_Guitar,3.0
21195,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1014.wav,Electro_Guitar,3.0
21196,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1013.wav,Electro_Guitar,3.0
21197,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1012.wav,Electro_Guitar,3.0
21198,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1011.wav,Electro_Guitar,3.0
21199,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1010.wav,Electro_Guitar,3.0
21200,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\101.wav,Electro_Guitar,3.0
21201,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1009.wav,Electro_Guitar,3.0
21202,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1197.wav,Electro_Guitar,3.0
21203,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1195.wav,Electro_Guitar,3.0
21204,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1170.wav,Electro_Guitar,3.0
21205,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1194.wav,Electro_Guitar,3.0
21206,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1183.wav,Electro_Guitar,3.0
21207,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1182.wav,Electro_Guitar,3.0
21208,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1181.wav,Electro_Guitar,3.0
21209,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1180.wav,Electro_Guitar,3.0
21210,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\118.wav,Electro_Guitar,3.0
21211,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1179.wav,Electro_Guitar,3.0
21212,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1206.wav,Electro_Guitar,3.0
21213,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1178.wav,Electro_Guitar,3.0
21214,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1176.wav,Electro_Guitar,3.0
21215,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1175.wav,Electro_Guitar,3.0
21216,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1174.wav,Electro_Guitar,3.0
21217,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1173.wav,Electro_Guitar,3.0
21218,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1172.wav,Electro_Guitar,3.0
21219,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1171.wav,Electro_Guitar,3.0
21220,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1177.wav,Electro_Guitar,3.0
21221,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\343.wav,Electro_Guitar,3.0
21222,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\890.wav,Electro_Guitar,3.0
21223,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\889.wav,Electro_Guitar,3.0
21224,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\939.wav,Electro_Guitar,3.0
21225,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\938.wav,Electro_Guitar,3.0
21226,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\937.wav,Electro_Guitar,3.0
21227,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\936.wav,Electro_Guitar,3.0
21228,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\935.wav,Electro_Guitar,3.0
21229,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1211.wav,Electro_Guitar,3.0
21230,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\899.wav,Electro_Guitar,3.0
21231,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\1213.wav,Electro_Guitar,3.0
21232,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\538.wav,Electro_Guitar,3.0
21233,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\54.wav,Electro_Guitar,3.0
21234,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\540.wav,Electro_Guitar,3.0
21235,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\541.wav,Electro_Guitar,3.0
21236,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\542.wav,Electro_Guitar,3.0
21237,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\543.wav,Electro_Guitar,3.0
21238,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\94.wav,Electro_Guitar,3.0
21239,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\544.wav,Electro_Guitar,3.0
21240,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\546.wav,Electro_Guitar,3.0
21241,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\547.wav,Electro_Guitar,3.0
21242,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\548.wav,Electro_Guitar,3.0
21243,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\549.wav,Electro_Guitar,3.0
21244,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\55.wav,Electro_Guitar,3.0
21245,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\550.wav,Electro_Guitar,3.0
21246,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\551.wav,Electro_Guitar,3.0
21247,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\552.wav,Electro_Guitar,3.0
21248,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\553.wav,Electro_Guitar,3.0
21249,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\554.wav,Electro_Guitar,3.0
21250,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\555.wav,Electro_Guitar,3.0
21251,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\556.wav,Electro_Guitar,3.0
21252,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\557.wav,Electro_Guitar,3.0
21253,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\558.wav,Electro_Guitar,3.0
21254,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\545.wav,Electro_Guitar,3.0
21255,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\940.wav,Electro_Guitar,3.0
21256,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\941.wav,Electro_Guitar,3.0
21257,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\942.wav,Electro_Guitar,3.0
21258,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\919.wav,Electro_Guitar,3.0
21259,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\918.wav,Electro_Guitar,3.0
21260,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\917.wav,Electro_Guitar,3.0
21261,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\916.wav,Electro_Guitar,3.0
21262,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\915.wav,Electro_Guitar,3.0
21263,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\914.wav,Electro_Guitar,3.0
21264,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\913.wav,Electro_Guitar,3.0
21265,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\912.wav,Electro_Guitar,3.0
21266,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\911.wav,Electro_Guitar,3.0
21267,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\910.wav,Electro_Guitar,3.0
21268,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\91.wav,Electro_Guitar,3.0
21269,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\909.wav,Electro_Guitar,3.0
21270,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\931.wav,Electro_Guitar,3.0
21271,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\932.wav,Electro_Guitar,3.0
21272,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\933.wav,Electro_Guitar,3.0
21273,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\946.wav,Electro_Guitar,3.0
21274,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\956.wav,Electro_Guitar,3.0
21275,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\943.wav,Electro_Guitar,3.0
21276,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\944.wav,Electro_Guitar,3.0
21277,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\934.wav,Electro_Guitar,3.0
21278,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\945.wav,Electro_Guitar,3.0
21279,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\947.wav,Electro_Guitar,3.0
21280,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\948.wav,Electro_Guitar,3.0
21281,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\559.wav,Electro_Guitar,3.0
21282,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\949.wav,Electro_Guitar,3.0
21283,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\950.wav,Electro_Guitar,3.0
21284,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\951.wav,Electro_Guitar,3.0
21285,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\952.wav,Electro_Guitar,3.0
21286,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\953.wav,Electro_Guitar,3.0
21287,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\954.wav,Electro_Guitar,3.0
21288,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\955.wav,Electro_Guitar,3.0
21289,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\95.wav,Electro_Guitar,3.0
21290,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\92.wav,Electro_Guitar,3.0
21291,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\56.wav,Electro_Guitar,3.0
21292,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\537.wav,Electro_Guitar,3.0
21293,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\594.wav,Electro_Guitar,3.0
21294,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\595.wav,Electro_Guitar,3.0
21295,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\596.wav,Electro_Guitar,3.0
21296,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\597.wav,Electro_Guitar,3.0
21297,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\598.wav,Electro_Guitar,3.0
21298,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\599.wav,Electro_Guitar,3.0
21299,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\6.wav,Electro_Guitar,3.0
21300,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\60.wav,Electro_Guitar,3.0
21301,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\600.wav,Electro_Guitar,3.0
21302,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\601.wav,Electro_Guitar,3.0
21303,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\602.wav,Electro_Guitar,3.0
21304,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\603.wav,Electro_Guitar,3.0
21305,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\604.wav,Electro_Guitar,3.0
21306,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\605.wav,Electro_Guitar,3.0
21307,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\593.wav,Electro_Guitar,3.0
21308,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\606.wav,Electro_Guitar,3.0
21309,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\608.wav,Electro_Guitar,3.0
21310,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\588.wav,Electro_Guitar,3.0
21311,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\586.wav,Electro_Guitar,3.0
21312,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\563.wav,Electro_Guitar,3.0
21313,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\585.wav,Electro_Guitar,3.0
21314,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\564.wav,Electro_Guitar,3.0
21315,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\565.wav,Electro_Guitar,3.0
21316,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\566.wav,Electro_Guitar,3.0
21317,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\567.wav,Electro_Guitar,3.0
21318,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\568.wav,Electro_Guitar,3.0
21319,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\569.wav,Electro_Guitar,3.0
21320,H:\DSP_project\ignoredir\dataset\archive\music_dataset\Electro_Guitar\57.wav,Electro_Guitar,3.0
